"date_yyyymmdd","depth_m","latitude_dd","longitude_dd","o2_at_gear_ml_per_l_der","operation_dim$operation_type","performance","project","temperature_at_gear_c_der","trawl_id","year","year_stn_invalid"
"20100923","675.7000","38.26361111","-123.59416667","0.2871","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.1250","201003018118","2010",""
"20100923","107.0000","37.85083333","-123.27166667","1.4770","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.5014","201003018119","2010",""
"20100925","98.0000","37.32000000","-122.67388889","1.2130","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.5540","201003018125","2010",""
"20100929","116.2000","36.85750000","-122.16000000","1.8398","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4584","201003018126","2010",""
"20100929","1031.0000","36.50305556","-122.12666667","0.4289","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8865","201003018128","2010",""
"20100929","454.8000","36.49166667","-122.02916667","0.6887","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5491","201003018129","2010",""
"20100930","114.3000","36.43722222","-121.96194444","2.9217","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.3164","201003018130","2010",""
"20100930","1011.1000","36.05083333","-121.84555556","0.4360","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8444","201003018133","2010",""
"20100930","927.2000","36.01666667","-121.75916667","0.3419","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.1703","201003018134","2010",""
"20101001","1102.5000","35.81361111","-121.85055556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.5973","201003018136","2010",""
"20101001","1081.7000","35.68472222","-121.90500000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.7103","201003018138","2010",""
"20101001","483.6000","35.68694444","-121.46277778","0.4673","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","6.2926","201003018139","2010",""
"20101002","69.1000","35.58111111","-121.18694444","3.3096","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.6510","201003018141","2010",""
"20101002","117.9000","35.63027778","-121.32777778","2.5265","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.1504","201003018142","2010",""
"20101002","298.8000","35.62000000","-121.36361111","1.0543","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.8815","201003018143","2010",""
"20101002","499.1000","35.54361111","-121.36138889","0.4262","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2816","201003018144","2010",""
"20101003","1078.1000","35.41138889","-121.61583333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.7443","201003018145","2010",""
"20101003","586.5000","35.36944444","-121.32055556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7500","201003018146","2010",""
"20101003","636.5000","35.21055556","-121.44138889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.8347","201003018147","2010",""
"20101003","479.5000","35.00250000","-121.34388889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9789","201003018148","2010",""
"20101003","560.6000","34.83611111","-121.15305556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.6035","201003018149","2010",""
"20101004","224.8000","34.78194444","-120.89861111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9742","201003018153","2010",""
"20101004","94.5000","34.87527778","-120.77333333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.1244","201003018154","2010",""
"20101005","549.3000","35.02194444","-121.13472222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7684","201003018155","2010",""
"20101005","573.3000","34.93722222","-121.18694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.4935","201003018156","2010",""
"20101005","437.9000","34.92388889","-121.00527778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.4305","201003018157","2010",""
"20101006","449.5000","35.07000000","-121.03722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6066","201003018158","2010",""
"20101006","102.5000","35.27083333","-120.96361111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.5209","201003018159","2010",""
"20101011","321.9000","33.92916667","-120.40138889","1.0172","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1228","201003018165","2010",""
"20101012","202.9000","33.77638889","-119.97638889","1.5421","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.1586","201003018166","2010",""
"20101012","134.9000","33.67416667","-119.98111111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4075","201003018167","2010",""
"20101012","1129.3000","33.53527778","-120.21500000","0.5292","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.7301","201003018168","2010",""
"20101013","473.6000","32.81361111","-120.11972222","0.4265","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8870","201003018169","2010",""
"20101013","1117.3000","32.63250000","-119.90277778","0.6538","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","","201003018170","2010",""
"20101013","933.0000","32.38222222","-119.88500000","0.4612","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0575","201003018171","2010",""
"20101013","419.0000","32.34444444","-119.66166667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6790","201003018172","2010",""
"20101014","1023.2000","32.64416667","-118.80388889","0.4272","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0273","201003018173","2010",""
"20101014","308.7000","32.72222222","-118.38777778","0.9302","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.3610","201003018174","2010",""
"20101014","510.3000","32.31333333","-118.12027778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9668","201003018175","2010",""
"20101015","541.5000","32.74333333","-117.83861111","0.3320","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.3199","201003018177","2010",""
"20150618","1102.6000","42.36694444","-124.88861111","0.3443","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.5941","201503008079","2015",""
"20101015","1052.4000","32.87000000","-117.78305556","0.5021","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.7804","201003018181","2010",""
"20101015","969.3000","33.02777778","-117.94416667","0.4578","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0294","201003018182","2010",""
"20101016","834.5000","33.06277778","-117.82916667","0.2786","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.5340","201003018183","2010",""
"20101016","936.4000","33.14000000","-118.01833333","0.3628","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2838","201003018184","2010",""
"20101016","1241.7000","33.14444444","-118.48722222","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0830","201003018186","2010",""
"20101016","441.4000","33.09416667","-118.67638889","0.4449","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6939","201003018187","2010",""
"20101017","686.6000","33.16694444","-118.71416667","0.2118","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3533","201003018188","2010",""
"20101017","77.2000","33.85138889","-118.52833333","3.2192","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.7982","201003018191","2010",""
"20101017","61.2000","33.96638889","-118.56166667","3.2989","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.4502","201003018192","2010",""
"20101018","91.1000","33.94027778","-119.71000000","2.6580","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.3652","201003018193","2010",""
"20101018","204.4000","34.06805556","-119.34583333","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.2335","201003018194","2010",""
"20101018","65.9000","34.09944444","-119.26555556","3.7400","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.2788","201003018195","2010",""
"20101019","73.2000","34.30111111","-119.53638889","3.3679","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.3529","201003018196","2010",""
"20101019","73.1000","34.31777778","-119.68861111","3.0603","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.3537","201003018197","2010",""
"20101020","211.8000","34.38861111","-120.51083333","1.3975","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.8443","201003018199","2010",""
"20110820","1142.9000","45.32972222","-124.96666667","0.3729","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.2990","201103008002","2011",""
"20110820","1133.2000","45.39972222","-124.93777778","0.3242","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","3.4570","201103008003","2011",""
"20110820","1153.5000","45.59055556","-124.83555556","0.3432","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.3779","201103008004","2011",""
"20110820","622.9000","45.68750000","-124.82750000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.0159","201103008005","2011",""
"20110821","374.1000","46.66111111","-124.79944444","1.1210","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.1059","201103008007","2011",""
"20110821","596.2000","46.74750000","-124.91055556","0.3742","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.8647","201103008008","2011",""
"20110821","185.4000","46.76000000","-124.82444444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8200","201103008009","2011",""
"20110821","298.6000","46.94027778","-124.83638889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.3386","201103008010","2011",""
"20110822","995.7000","47.40388889","-125.24666667","0.2461","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.6729","201103008011","2011",""
"20110822","1080.4000","47.67638889","-125.54916667","0.2907","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.4220","201103008012","2011",""
"20110822","187.4000","48.15638889","-125.66083333","2.2523","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9593","201103008013","2011",""
"20110823","170.1000","48.37083333","-124.82805556","2.0576","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9943","201103008014","2011",""
"20110823","237.4000","48.20500000","-124.98027778","1.6931","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6040","201103008015","2011",""
"20110823","153.6000","48.17611111","-124.95944444","1.9751","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9600","201103008016","2011",""
"20110823","275.8000","48.13750000","-125.23416667","1.4584","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2883","201103008017","2011",""
"20110824","187.8000","47.63472222","-125.07250000","1.3542","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8970","201103008022","2011",""
"20110824","143.7000","47.65777778","-124.96083333","1.2290","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0623","201103008023","2011",""
"20110824","116.0000","47.55916667","-124.82166667","1.4400","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2489","201103008024","2011",""
"20110825","139.4000","47.02611111","-124.78861111","1.0294","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0672","201103008025","2011",""
"20110825","118.9000","46.99694444","-124.70750000","0.7299","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.1321","201103008026","2011",""
"20110825","102.4000","46.95083333","-124.61138889","0.5832","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.1589","201103008027","2011",""
"20110825","93.4000","46.90250000","-124.53638889","0.8432","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.1644","201103008028","2011",""
"20110825","64.7000","46.91416667","-124.40611111","0.5362","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2965","201103008029","2011",""
"20110826","310.8000","46.54194444","-124.63472222","1.3805","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5342","201103008030","2011",""
"20110826","1050.3000","46.40222222","-124.66611111","0.2833","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.5755","201103008031","2011",""
"20110826","133.8000","46.16444444","-124.46027778","1.2719","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.9327","201103008032","2011",""
"20110827","408.3000","45.98083333","-124.75694444","1.0764","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0907","201103008033","2011",""
"20110827","152.9000","45.86500000","-124.44833333","1.1796","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8796","201103008034","2011",""
"20110827","212.6000","45.72888889","-124.60861111","1.0566","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0764","201103008035","2011",""
"20110827","292.4000","45.73083333","-124.74194444","1.2653","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.5271","201103008036","2011",""
"20110828","433.7000","45.70611111","-124.74527778","0.8781","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9354","201103008037","2011",""
"20110828","244.7000","45.53888889","-124.46777778","1.4660","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.8872","201103008038","2011",""
"20110828","417.1000","45.26361111","-124.51138889","0.7393","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9031","201103008041","2011",""
"20110829","140.4000","45.05888889","-124.21944444","0.9717","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.3288","201103008042","2011",""
"20110829","68.7000","44.89000000","-124.13305556","0.6361","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4575","201103008043","2011",""
"20110906","68.4000","44.66083333","-124.20111111","0.4326","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4307","201103008044","2011",""
"20110906","95.5000","44.72305556","-124.30583333","0.9679","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4155","201103008045","2011",""
"20110906","67.9000","44.80333333","-124.16888889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.4397","201103008046","2011",""
"20110906","379.0000","45.02750000","-124.50972222","0.7563","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8973","201103008047","2011",""
"20110906","366.7000","45.06555556","-124.54750000","0.8009","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0397","201103008048","2011",""
"20110907","449.6000","44.94305556","-124.65027778","0.7050","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.6967","201103008049","2011",""
"20110907","403.2000","44.89916667","-124.58694444","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7336","201103008050","2011",""
"20110907","270.8000","44.78083333","-124.71916667","1.1642","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.6739","201103008051","2011",""
"20110907","445.6000","44.76916667","-124.80250000","0.7022","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.8500","201103008052","2011",""
"20110908","843.1000","44.89777778","-124.99611111","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.9597","201103008053","2011",""
"20110908","576.4000","44.78111111","-124.93111111","0.4626","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.1979","201103008054","2011",""
"20110908","450.1000","44.74805556","-124.80361111","0.7575","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9958","201103008055","2011",""
"20110908","238.4000","44.68722222","-124.84722222","1.4532","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0799","201103008056","2011",""
"20110909","399.5000","44.49861111","-124.88388889","0.7648","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0796","201103008057","2011",""
"20110909","121.5000","44.43888889","-124.60472222","1.5207","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5456","201103008058","2011",""
"20110909","99.7000","44.38611111","-124.53805556","1.1514","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5101","201103008059","2011",""
"20110910","118.4000","43.87472222","-124.41055556","1.2653","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.7406","201103008065","2011",""
"20110911","122.8000","44.02194444","-124.42722222","1.2318","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5253","201103008066","2011",""
"20110911","121.0000","44.07444444","-124.77416667","2.3416","Trawl","Unsatisfactory","Groundfish Slope and Shelf Combination Survey","7.8356","201103008067","2011",""
"20110912","389.0000","43.82416667","-124.69666667","1.0714","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2700","201103008068","2011",""
"20110912","122.3000","43.73305556","-124.42805556","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.7307","201103008069","2011",""
"20110915","96.2000","43.34972222","-124.48250000","2.3262","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1417","201103008070","2011",""
"20110915","170.9000","43.41722222","-124.61166667","2.1452","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.8035","201103008071","2011",""
"20110915","328.9000","43.54916667","-124.64166667","1.4890","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.7412","201103008072","2011",""
"20110915","784.4000","43.68055556","-124.85416667","0.2224","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.4729","201103008073","2011",""
"20110915","572.8000","43.78222222","-124.85277778","0.5630","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.2508","201103008074","2011",""
"20110916","1062.1000","43.86138889","-125.02166667","0.3555","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.4184","201103008075","2011",""
"20110916","861.1000","43.52194444","-124.94583333","0.2184","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0716","201103008076","2011",""
"20110916","626.1000","43.38888889","-124.86250000","0.2747","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.7369","201103008077","2011",""
"20110916","813.8000","43.28166667","-124.95250000","0.2072","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.2908","201103008078","2011",""
"20140828","1167.9000","47.41000000","-124.95611111","0.3460","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.1598","201403008025","2014",""
"20110916","368.9000","43.25416667","-124.82722222","1.0780","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.3985","201103008079","2011",""
"20110917","127.1000","43.29416667","-124.61055556","2.5180","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.0838","201103008080","2011",""
"20110917","206.8000","43.22388889","-124.71444444","1.9595","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.5822","201103008081","2011",""
"20110917","191.4000","42.79194444","-124.73166667","1.7256","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1253","201103008082","2011",""
"20110917","112.3000","42.62527778","-124.60222222","1.9603","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.6080","201103008083","2011",""
"20110918","171.6000","42.36027778","-124.67305556","1.4671","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.8451","201103008084","2011",""
"20110918","1045.8000","42.28500000","-124.95055556","0.3525","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.4760","201103008085","2011",""
"20110918","1066.5000","42.17333333","-124.94138889","0.4146","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.2994","201103008086","2011",""
"20110918","1025.2000","42.02472222","-124.91611111","0.3345","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.4989","201103008087","2011",""
"20110918","752.3000","42.02166667","-124.81055556","0.2214","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.5820","201103008088","2011",""
"20110919","79.8000","41.93416667","-124.41638889","2.4532","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0784","201103008089","2011",""
"20110920","82.8000","41.49111111","-124.31722222","2.5363","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.7812","201103008090","2011",""
"20110920","147.8000","41.53694444","-124.45861111","1.5598","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.5111","201103008091","2011",""
"20110920","646.1000","41.49638889","-124.91305556","0.2376","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.6157","201103008092","2011",""
"20110920","1079.3000","41.39500000","-124.76055556","0.3380","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.5964","201103008093","2011",""
"20110921","102.6000","41.19472222","-124.28611111","2.0341","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9210","201103008094","2011",""
"20110921","320.8000","41.13583333","-124.38666667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.0845","201103008095","2011",""
"20110921","466.5000","41.00500000","-124.46388889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.0484","201103008096","2011",""
"20110922","1229.6000","39.98166667","-124.81138889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.1334","201103008099","2011",""
"20110922","1186.1000","39.91416667","-124.66000000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.1909","201103008101","2011",""
"20110922","1177.9000","39.92027778","-124.59000000","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.2074","201103008102","2011",""
"20110923","136.0000","40.19527778","-124.41138889","1.9056","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.1761","201103008103","2011",""
"20110923","952.6000","40.00472222","-124.29777778","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","4.0926","201103008104","2011",""
"20110923","207.4000","39.78444444","-124.06166667","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.2432","201103008105","2011",""
"20110928","64.3000","37.89805556","-122.90472222","1.6304","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.0983","201103008110","2011",""
"20110928","79.6000","37.90750000","-123.03388889","","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.9764","201103008111","2011",""
"20110928","90.1000","38.36611111","-123.20611111","1.3891","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.6946","201103008112","2011",""
"20110928","85.5000","38.57305556","-123.39777778","1.6126","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.6643","201103008113","2011",""
"20110929","93.8000","38.62638889","-123.47638889","1.3728","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.3425","201103008114","2011",""
"20110929","126.6000","38.54777778","-123.49666667","1.3518","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.2850","201103008115","2011",""
"20110929","207.1000","38.53944444","-123.64361111","1.4215","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.3977","201103008116","2011",""
"20110929","162.9000","37.87194444","-123.40805556","1.9985","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0895","201103008117","2011",""
"20110930","92.7000","37.56027778","-122.85972222","2.2291","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.9905","201103008118","2011",""
"20110930","69.6000","37.47500000","-122.65000000","2.6417","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.2630","201103008119","2011",""
"20110930","473.3000","37.41500000","-122.99055556","0.5795","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.9474","201103008120","2011",""
"20110930","313.6000","37.24722222","-122.87861111","0.9370","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.3802","201103008121","2011",""
"20110930","575.0000","37.11027778","-122.87416667","0.3431","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7275","201103008122","2011",""
"20111001","125.8000","37.10555556","-122.65416667","2.5696","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0417","201103008123","2011",""
"20111002","1092.0000","36.42388889","-122.22444444","0.5613","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.3968","201103008124","2011",""
"20111002","105.7000","36.42333333","-121.95805556","2.4136","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.7352","201103008125","2011",""
"20111003","987.3000","35.36277778","-121.56750000","0.4576","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","3.8343","201103008126","2011",""
"20111003","478.1000","35.09500000","-121.45416667","0.4615","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.3115","201103008127","2011",""
"20111003","611.2000","35.05166667","-121.27694444","0.2373","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.5620","201103008128","2011",""
"20111003","529.0000","34.90527778","-121.08361111","0.1071","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.7694","201103008129","2011",""
"20111003","383.1000","34.87777778","-120.98583333","0.6431","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.2349","201103008130","2011",""
"20111003","180.3000","34.90166667","-120.85888889","1.6960","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.9001","201103008131","2011",""
"20111004","301.9000","33.95916667","-120.47416667","0.9227","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","7.8916","201103008132","2011",""
"20111004","248.3000","34.22472222","-120.47694444","0.9769","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","8.8147","201103008133","2011",""
"20111004","472.0000","34.35527778","-120.64944444","0.3591","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2676","201103008134","2011",""
"20111004","99.3000","34.50861111","-120.68416667","2.7728","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.8454","201103008136","2011",""
"20111004","76.6000","34.54027778","-120.68083333","3.1631","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.2346","201103008137","2011",""
"20111009","180.1000","34.41472222","-120.22555556","1.7753","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.3703","201103008138","2011",""
"20111009","468.7000","34.30777778","-120.18750000","0.0799","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.7827","201103008139","2011",""
"20111009","415.7000","34.13638889","-120.16027778","0.6471","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.7607","201103008140","2011",""
"20111009","83.1000","33.92250000","-119.92972222","3.2114","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.3954","201103008141","2011",""
"20111010","163.4000","34.28305556","-119.69222222","2.0799","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.4972","201103008143","2011",""
"20111010","131.2000","34.25333333","-119.63611111","2.8581","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.8533","201103008144","2011",""
"20111010","233.8000","34.10527778","-119.61638889","0.9775","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","9.0662","201103008145","2011",""
"20111010","84.0000","34.06972222","-119.52944444","2.8469","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.0393","201103008146","2011",""
"20111010","511.6000","33.93861111","-119.41750000","0.2418","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","6.2715","201103008147","2011",""
"20111011","60.8000","34.08250000","-119.21666667","4.0506","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","11.4059","201103008148","2011",""
"20111011","74.2000","33.99027778","-118.66388889","3.7293","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.7302","201103008149","2011",""
"20111011","786.9000","33.71777778","-118.66277778","0.0672","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","5.3115","201103008150","2011",""
"20111012","89.2000","33.55250000","-117.84361111","2.8798","Trawl","Satisfactory","Groundfish Slope and Shelf Combination Survey","10.0468","201103008151","2011",""
